"Countryname","Country"," ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_AV","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","  ","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","   ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_ALT","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_SQ","EMERGING_RISK_FOOD_SECURITY_SQ","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_SQ","EMERGING_RISK_FISCAL_SQ","EMERGING_RISK_NATURAL_HAZARDS_SQ","EMERGING_RISK_FRAGILITY_INSTITUTIONS_SQ","    ","TOTAL_EMERGING_COMPOUND_RISK_SCORE_SQ"
"Mozambique","MOZ",NA,1.93876702552061,1.88042376762801,2.99430993395815,NA,8.60092280587901,7.93201377101844,NA,4.30331482911934,8.07327552965819,6.00514598224057,10,7.68158010081424,10,10,9.39405680260421,NA,6
"Mauritania","MRT",NA,1.07051401446847,9.44352273163559,4.25270143685104,NA,9.47186951223134,10,NA,3.01172312646368,8.99735410842435,5.05960933026862,10,0,10,10,9.47186951223134,NA,5
"Mauritius","MUS",NA,0.266647783784363,6.74546877732456,4.98818383073005,NA,4.81485626268039,8.6066296582387,NA,1.42197046382827,8.37854402626136,3.15946714749093,3.74541211748513,7.6017179849493,10,10,4.46683473448539,NA,4
"Malawi","MWI",NA,0.480342482431,2.03700204652173,3.16227766016838,NA,8.3877686496239,8.51502787267426,NA,0.597614304667193,6.32455532033674,2.24052675931452,10,7.4408007304126,10,10,9.08978071656172,NA,5
"Malaysia","MYS",NA,1.83080136540777,7.04840782604213,2.56448770918512,NA,6.30729439011626,9.12074262736012,NA,9.75900072948531,3.9496835316263,3.90179973063676,2.55468749655886,4.2914850106042,10,2.73497431792409,6.60431838092287,NA,1
"Namibia","NAM",NA,2.09721653465192,2.23892798843392,1.95054397015586,NA,5.39773670519905,5.37008389143801,NA,3.10248287666508,8.13773629457234,4.62007382965421,3.71034977773852,4.20734860359317,10,6.24374624774865,5.8447203954665,NA,2
"Niger","NER",NA,0.1087892885778,5.99430581051323,3.39807215610019,NA,9.0270596682248,8.26602926746073,NA,0.151185789203682,8.48528137423855,1.06909520922125,10,0,2.89827534923789,9.52571542925756,8.53213285146665,NA,4
"Nigeria","NGA",NA,0.60314534009511,6.14385239968244,5.03212219604215,NA,9.43248418709629,8.89717579398216,NA,0.80118959173516,5.53774924194537,2.27148871244707,4.96538703587162,7.39285990609992,10,10,10,NA,4
"Nicaragua","NIC",NA,0.862493214687857,1.48097562378013,1.87816518777328,NA,6.44986661578776,5.77902452213294,NA,1.21184628916848,3.57903950935496,2.55337679078636,1.56702328508496,7.48927493086048,7.48331477354788,2.58821959842572,5.88726058044883,NA,2
"Netherlands","NLD",NA,3.3937187817568,7.68089187485071,0.392513335169507,NA,1.11410778254382,1.24123615112472,NA,6.90065559342353,0,0,0,4.82333290761804,10,0,0,NA,1
"Norway","NOR",NA,0.456402675118824,0,1,NA,1.68849066446705,2.85100072399239,NA,6.55622849737776,3.20713490294909,2.66096350541829,0,2.81601779515669,10,0,0,NA,1
"Nepal","NPL",NA,2.61264694937589,4.75073416249394,1.77541782010349,NA,7.35417185083934,6.68931749933908,NA,6.52146638491096,7.89555419207544,6.74683891660965,5.5896161191539,5.49755338700568,2.89827534923789,4.20252151290775,8.47747676452989,NA,2
"Nauru","NRU",NA,NA,1.97435897435897,0.844169080927635,NA,1.29100457040471,1.29100457040471,NA,NA,NA,NA,NA,4.40570179463686,10,0,0.844169080927635,NA,1
"New Zealand","NZL",NA,0.158742094564982,0,1.35415882658172,NA,2.06935405516292,4.28222620561921,NA,1.22474487139159,5.65685424949238,1.97969280153591,1.95295943246765,6.30673126802264,0,0,0,NA,0
"Oman","OMN",NA,4.95840601339784,3.60892640404512,1.91490623204152,NA,5.17842234766114,6.12643786861124,NA,6.90065559342353,7.3348483283569,6.09307205706765,0.217773578402831,4.07347996830652,10,0,5.97204277651744,NA,2
"Pakistan","PAK",NA,0.44490623852145,4.25673140939767,10,NA,8.05739283645605,6.83130051063973,NA,1.0340127610127,2.71612932139949,2.67108368475936,4.4539070999988,5.3914902953407,10,10,9.74861328563749,NA,3
"Panama","PAN",NA,4.38845848283219,5.95360800970453,2.60192901668319,NA,6.15687239784438,7.76441523022854,NA,8.45154254728515,7.2525857457875,6.6674668202189,3.07922124701936,5.60074995523713,10,1.34747515175772,5.56622906310062,NA,2
"Peru","PER",NA,4.10169582702079,6.96470025538166,2.31633897196441,NA,5.77682131415819,5.77350269189626,NA,6.90065559342353,6.44980619863884,5.35786592484749,3.09592228010073,5.82741144957404,10,3.66886798745914,4.38943498413013,NA,1
"Philippines","PHL",NA,2.94134855263186,6.50139650880964,1.86376224974689,NA,8.43608568653542,8.99966222528256,NA,7.19424373072963,5.69755035080867,5.6771658346105,4.77121686731279,6.98009440662577,10,10,8.38400668916173,NA,3
"Palau","PLW",NA,NA,10,1.04837404266197,NA,3.23786047052983,3.23786047052983,NA,NA,NA,NA,NA,9.48979900620853,10,1.5075712093923,1.04837404266197,NA,2
"Papua New Guinea","PNG",NA,0.465863446311861,6.20367846861891,3.7124086188157,NA,6.67477711960683,5.51045929218964,NA,0.755928946018453,7.76438756668638,2.52587416638196,4.55025777456376,0,10,1.7743979721166,5.48504915213661,NA,2
"Poland","POL",NA,1.48744875557303,4.76277755458877,2.03232138707474,NA,5.61293939648648,8.91143936626963,NA,2.60905018294835,2.88933902475982,2.76014973039674,1.51559960572823,0,10,0,5.36717657266276,NA,1
"Korea DPR","PRK",NA,NA,NA,10,NA,10,10,NA,NA,NA,NA,NA,NA,NA,10,10,NA,2
"Portugal","PRT",NA,4.22013776896587,8.66589694109492,0.866388391537939,NA,1.92091471462464,2.73976065558964,NA,6.90065559342353,4.40454310910905,3.65886209787164,0,6.54039260745578,10,0,1.00545906897435,NA,1
"Paraguay","PRY",NA,3.09648926189236,0.788958727915465,2.76976823343738,NA,6.88361545576067,8.73355138004314,NA,6.90065559342353,8.28251169633946,6.88029776760319,3.86517549838274,0,10,0,6.6489125295088,NA,2
"Qatar","QAT",NA,1.23294120473637,3.5814563247447,1.97107451487127,NA,5.16542836831431,7.20404556161028,NA,4.87950036474266,7.58946638440411,5.30150187219789,0,0,10,0,5.36717657266276,NA,2
"Romania","ROU",NA,2.54030507415644,9.12164834128362,2.12286198295351,NA,5.7118306848789,7.4535599249993,NA,3.16227766016838,6.95701085237044,3.91221470208563,2.2815113350176,4.41726104299386,10,0,4.93125202554775,NA,1
"Russian Federation","RUS",NA,1.85912972910443,7.40775061494465,6.77671223905414,NA,7.89630250943491,9.0333771786297,NA,2.92602118926026,6.63374886470689,3.87811151371357,2.57883432558436,2.82155299309056,10,2.57487826028951,8.30804243029422,NA,2
"Rwanda","RWA",NA,0.725530496736851,8.03866363690945,0.314311987264681,NA,8.15929219020663,7.72587729659962,NA,1.91186769815227,8.25775249026488,3.69986117560785,8.19593035452066,8.62644175745452,8.36660026534076,6.23040490961244,7.57936728959867,NA,5
"Saudi Arabia","SAU",NA,2.61235283506338,3.50785306565811,1.85844968373086,NA,6.59603558740005,7.30307577536306,NA,5.46743606664559,5.43796180304978,4.75764493377898,2.50162673674792,4.58752180601823,10,0,6.47477982928126,NA,1
"Sudan","SDN",NA,0.45282208045,3.55737350158149,10,NA,9.97975626041489,9.95955350172901,NA,2.44300101683441,6.45865974597559,4.62608786205682,9.20285294734634,4.56546771261668,10,9.93929691148022,10,NA,4
"Senegal","SEN",NA,0.993023328919553,3.35913814944779,2.68038878634981,NA,8.02684020276247,9.41414826252479,NA,1.94593593591019,5.52914356581817,3.53453090360565,4.83952171176841,9.41414826252479,8.36660026534076,5.10973250617037,8.27283000623467,NA,3
"Singapore","SGP",NA,0.306338255313065,0,0.815284202992932,NA,1.2686717196156,1.6095279321524,NA,2.01163283594861,2.31968799215592,2.13220313507974,0,1.9121012619285,0,0,0,NA,0
"Solomon Islands","SLB",NA,4.76190476190474,5.23792873528243,3.26498998625441,NA,8.53801857934945,9.62250448649377,NA,4.76190476190474,6.85218074428723,6.85218074428723,2.0860940923925,8.7919458281232,8.36660026534076,2.18797945433927,8.3753151271601,NA,3
"Sierra Leone","SLE",NA,1.50193390973262,8.539559998792,0.394662544751908,NA,8.94010109552365,9.67337551188312,NA,5.68595371988392,7.97496081495075,6.01354019346855,NA,0,10,4.97631912480822,9.08978071656172,NA,3
"El Salvador","SLV",NA,2.27004315517648,8.90569403170938,1.73290541061363,NA,6.32265892773258,6.41777120388197,NA,4.93891254658928,6.07100838882164,5.04824610537172,4.79756660373401,7.73376739918477,10,2.22800346874792,5.2615824526916,NA,2
"Somalia","SOM",NA,0.597222863479964,5.43589743589744,10,NA,8.58653240928461,7.37285388156949,NA,7.02622015786244,9.75900072948531,8.38225516067272,10,7.37285388156949,NA,10,10,NA,5
"Serbia","SRB",NA,1.23774644536387,6.59730485022012,2.76375476594605,NA,6.76401203365501,8.16583808809063,NA,1.49879951961562,2.81997446796952,2.3034214333116,3.24468363822411,5.90490866251115,10,0,6.94598091749649,NA,1
"South Sudan","SSD",NA,0.18281300876219,7.54657081084319,10,NA,9.59545680291137,9.2072791256538,NA,6.62993544131794,9.59166304662542,8.00282302460396,0.0146842878120417,0,10,10,10,NA,4
"Sao Tome and Principe","STP",NA,0.167239440599677,8.87231360570335,2.77152712632279,NA,6.39007280156973,6.38284738504226,NA,1.1734,3.42549266529648,3.42549266529648,NA,6.12563891831689,7.34846922834953,0.0533653525448603,5.1052032415149,NA,1
"Suriname","SUR",NA,2.62335876590031,8.50419005195725,3.27096690631089,NA,8.0482812200337,9.86570496781227,NA,4.79170910954287,8.03808310482045,5.6660789823243,3.98088406992786,0,0,0,8.10287391340663,NA,2
"Slovakia","SVK",NA,1.6942606364718,7.56197545156629,0.327434016264498,NA,1.75534556440861,1.75534556440861,NA,6.02767427312201,5.61884583979917,5.16161992858824,1.34882395011393,3.56535987289301,10,0,0.327434016264498,NA,1
"Slovenia","SVN",NA,2.75646599115779,8.05266094263813,0.581247925998465,NA,0.556272365555611,1.83806733140415,NA,7.97567731113968,2.23318964711911,2.11338101019154,0.726015622307215,4.41726104299386,10,0,0.238488912799321,NA,1
"Sweden","SWE",NA,1.93560056069591,0,0.281817379736002,NA,0.913533043895596,0.834542622289152,NA,4.87950036474266,0,0,1.43014387971181,4.79933607762282,10,0,0,NA,1
"Eswatini","SWZ",NA,2.29240872081389,2.83113075860969,2.58053783967053,NA,8.35838368981901,8.64089779366561,NA,5.0678256819722,6.47770422294813,6.27914674185464,6.34948012631285,3.41142215282425,10,3.68220932559536,8.82363757099302,NA,2
"Seychelles","SYC",NA,0.369828189845544,9.08617610542033,4.68992201806358,NA,5.87578535760275,8.61593690827479,NA,3.4505398570541,7.37757219067162,5.12768112412933,NA,9.52925780013262,10,0,5.4540256702242,NA,3
"Syria","SYR",NA,0.991819142461123,NA,1.88662707793821,NA,6.66666666666667,4.44444444444444,NA,1.39300975964858,4.87950036474266,3.73230459588788,6.4438973873466,NA,NA,10,6.66666666666667,NA,1
"Chad","TCD",NA,1.34252994416766,3.66183344440634,5.03752583820995,NA,9.87458798513567,9.75074878761857,NA,9.75900072948531,9.07744457432817,8.96739460551162,10,0,10,9.07210993262624,10,NA,5
"Togo","TGO",NA,1.55377472577214,4.92587754206403,2.12669831204199,NA,8.85249835475651,7.83667271209667,NA,9.75227733858769,8.6542876202999,8.55231430896969,7.07411190113818,8.75378978255404,10,2.98845974251217,8.38870492807861,NA,5
"Thailand","THA",NA,0.208944225787205,5.97140251338409,4.02640901380218,NA,7.8702375850822,9.81306762925316,NA,6.35317336386968,0,0,2.66107678878522,5.54700196225229,10,3.76225735441265,7.79633045632283,NA,2
"Tajikistan","TJK",NA,0.799867661857563,8.07018192164849,2.5609894219227,NA,8.21962684940544,9.62250448649377,NA,2.30021853114118,4.23702501200794,4.16457053305674,5.84644430459409,7.84464540552736,9.2736184954957,5.32319391634981,8.06299078078161,NA,3
"Turkmenistan","TKM",NA,1,6.55385913555226,2.17964039409522,NA,9.53214232520159,9.81306762925316,NA,1,0,2.76405499221705,3.5442050528746,0,4,0,9.44262872887553,NA,1
"Timor-Leste","TLS",NA,0.363533040145778,7.79240973541151,3.74279010191293,NA,8.89755482889923,9.7916438180621,NA,0.0796819072890081,9.15475416434125,0.837377324832283,8.52989686588214,5.3311456284305,5.47722557505166,1.97451804415983,8.99172196132572,NA,3
"Tonga","TON",NA,NA,3.10343869215737,0.345603925883127,NA,1.82445226096085,1.82445226096085,NA,NA,NA,NA,NA,9.81393484591142,10,3.80228136882129,0.345603925883127,NA,2
"Trinidad and Tobago","TTO",NA,5.83967527618836,5.11520665827077,2.13641695101812,NA,5.15104669860876,5.62884627221479,NA,10,8.17312669668102,8.17312669668102,2.10111185776259,1.26688637511958,10,1.34747515175772,4.94388009238455,NA,2
"Tunisia","TUN",NA,6.20142505322232,6.14220979088227,4.5470906320746,NA,8.03631286167058,9.83638479485314,NA,9.20022688217886,8.31521840620298,8.17273804576034,2.20546650689843,6.92267381291339,10,1.80108064838903,8.10287391340663,NA,3
"Turkey","TUR",NA,2.18404878281491,5.14107421635918,3.63860133901313,NA,7.67337075056944,7.79546219086661,NA,2.27288693491973,4.26431387993771,2.82852647343408,1.40390047810888,3.20331405819111,10,10,8.69090990021281,NA,3
"Tuvalu","TUV",NA,NA,7.48717948717949,1,NA,2.73627109168289,2.73627109168289,NA,NA,NA,NA,NA,6.31618275718171,10,0.0533653525448603,0,NA,1
"Tanzania","TZA",NA,0.0536492304000146,3.98260469204278,2.34972789490331,NA,7.95489903360172,8.57936444952544,NA,0.0258198889747319,0.0669328021227669,0.416544900233094,4.33606041535557,7.33632425640843,10,5.68341004602762,7.92664026887769,NA,3
"Uganda","UGA",NA,1.86533246191982,1.49915643224651,7.70807081029076,NA,8.78903304973545,8.12823983198301,NA,7.66490528555227,6.99659781267873,6.27675180071179,6.34990560100692,7.23251145885959,5.47722557505166,10,9.74861328563749,NA,3
"Ukraine","UKR",NA,2.88474516245426,7.43660180648909,2.2321807362259,NA,8.34612848935442,9.62250448649377,NA,3.16227766016838,8,4.49873060152279,2.85090299981239,7.0111142000722,10,0,8.18708176147329,NA,4
"Uruguay","URY",NA,2.07115408774443,3.60200906127633,1.36109819905131,NA,3.53495247701561,4.6390987967292,NA,6.34791891934083,6.40312423743284,6.03631134029851,3.57773283473757,5.17400425187803,10,0,2.99644383316997,NA,1
"United States of America","USA",NA,3.6541955544944,6.82275659099372,0.415832767383499,NA,1.41263793892971,1.3087068765442,NA,4.87950036474266,0,0,0.603445315402627,4.13479502502726,10,10,0.513485733864485,NA,2
"Uzbekistan","UZB",NA,1.10232400708593,4.70440797833204,4.132767633351,NA,8.15919183389747,9.98586170735089,NA,2.93046396456585,5.07469723234796,4.57422263417514,4.13652738962895,6.02452495592269,5.47722557505166,0,8.16496580927726,NA,1
"Saint Vincent and the Grenadines","VCT",NA,0.136122210334174,5.33668863934357,0.938349753531811,NA,2.21528946385326,2.21528946385326,NA,0.515000000000001,1.95217827054806,1.95217827054806,6.31322426275099,7.41213329331068,10,1.46754719498366,0.82621720191179,NA,2
"Venezuela","VEN",NA,2.55897494343305,1,0.551704247418101,NA,4.68918600512959,2.35769857041,NA,5.64708099902274,7.93409856253374,7.28577802234008,7.12163628313622,0,NA,2.26802748315656,7.20015093016602,NA,3
"Viet Nam","VNM",NA,0.3860207427901,4.48920614223541,1.79692234445895,NA,6.48360740060538,8.00978412763657,NA,0.0925820099772841,5.46416899968721,0.622087455029474,2.94276494522378,4.99596858822497,10,10,6.97098945521831,NA,2
"Vanuatu","VUT",NA,9.52380952380948,6.46153846153846,0.629934042227397,NA,2.017509118216,2.017509118216,NA,9.52380952380948,9.14434511701342,9.14434511701342,0,8.038369524685,8.36660026534076,2.52151290774465,0.629934042227397,NA,3
"Samoa","WSM",NA,NA,7.74358974358975,1.49576009596198,NA,5.54876405361242,5.86651126445304,NA,NA,NA,NA,0,8.79976689667956,10,1.93449402975119,4.829643166186,NA,2
"Yemen","YEM",NA,0.439254479611403,7.1072371926664,10,NA,10,10,NA,0.899735410842435,6.90065559342353,2.99955898565512,4.41997063142438,8.70616869572081,8.4,8.53845640717764,10,NA,4
"South Africa","ZAF",NA,3.38325781012882,6.23961826253175,2.26737155004389,NA,6.39483411940437,6.66594263754041,NA,6.79548169216659,4.65985898008573,4.54513633944972,4.35782726416992,4.17771649851302,10,3.13521446201054,5.77976160176519,NA,1
"Zambia","ZMB",NA,1.48503275319713,2.9077556419089,2.44096357244328,NA,8.08163832334158,7.9048204261732,NA,2.43665487507603,7.00299867604688,4.48628680181372,8.6993916509335,5.50521869909877,10,4.40264158495097,7.52131654932176,NA,4
"Zimbabwe","ZWE",NA,0.470721064207692,1.87768660926346,10,NA,9.02022419282738,8.13644444888683,NA,1.24365054041184,5.50324579550234,2.81240420939439,10,7.39260322461753,10,10,10,NA,5
